Resource Name,County,National Register Date,National Register Number,Longitude,Latitude,Georeference
Rossman-Prospect Avenue Historic District,Columbia,10/21/1985,90NR00254,-73.77903602,42.24449429,POINT (-73.77903602 42.24449429)
Magen David Synagogue,Kings,4/15/2004,03NR05162,-73.98614384,40.61514172,POINT (-73.98614384 40.61514172)
"Hilton Avenue, Building at 113",Nassau,11/14/1978,91NR00237,-73.63920508,40.72792647,POINT (-73.63920508 40.72792647)
Vassar College Observatory,Dutchess,7/17/1991,92NR00304,-73.89331518,41.68830762,POINT (-73.89331518 41.68830762)
"Hilton Avenue, Building at 40",Nassau,11/14/1978,91NR00220,-73.6376877,40.72112904,POINT (-73.6376877 40.72112904)
Monfort Cemetery,Nassau,1/7/1988,90NR01731,-73.68200861,40.83113468,POINT (-73.68200861 40.83113468)
Ilium Building,Rensselaer,12/18/1970,90NR00999,-73.68837213,42.73254205,POINT (-73.68837213 42.73254205)
"Flatbush Avenue, Buildings at 375-379 and 185-187 Sterling Place",Kings,9/7/1984,90NR01300,-73.97163486,40.67656905,POINT (-73.97163486 40.67656905)
John W. Jones Court,Chemung,2/14/2017,16NR00086,-76.80595311,42.09599382,POINT (-76.80595311 42.09599382)
Saratoga National Historical Park,Saratoga,10/15/1966,90NR02592,-73.6346749,42.99530385,POINT (-73.6346749 42.99530385)
Tibbetts Point Light,Jefferson,7/19/1984,90NR01119,-76.37028653,44.10068714,POINT (-76.37028653 44.10068714)
Mount Adams Fire Observation Station,Essex,4/12/2006,05NR05523,-74.03692021,44.08176159,POINT (-74.03692021 44.08176159)
Strassburg Residence,Albany,,90NR01671,-73.83417076,42.67922919,POINT (-73.83417076 42.67922919)
"Porter, Rev. Dr. Elbert, House (Oakledge"")""",Columbia,8/21/1997,97NR01233,-73.73531723,42.22107529,POINT (-73.73531723 42.22107529)
K. WHITTELSEY (Tugboat),Ulster,11/21/2002,02NR04969,-73.96962547,41.92248624,POINT (-73.96962547 41.92248624)
St. Luke's Episcopal Church,Nassau,2/18/1988,90NR01767,-73.64530532,40.8469001,POINT (-73.64530532 40.8469001)
Park Avenue Historic District,New York,8/29/2010,10NR06107,-73.95630797,40.78143637,POINT (-73.95630797 40.78143637)
St. Stephen?s Roman Catholic Church Complex,Erie,7/27/2018,16NR00077,-78.84712287,42.86807926,POINT (-78.84712287 42.86807926)
"First Presbyterian Church and Pintard, Lewis, House",Westchester,9/7/1979,90NR02483,-73.78523124,40.90463953,POINT (-73.78523124 40.90463953)
St. Thomas' Episcopal Church Complex,Westchester,8/12/2003,02NR04963,-73.7346813,40.94811062,POINT (-73.7346813 40.94811062)
Wallington Cobblestone Schoolhouse District 8,Wayne,3/17/1994,92NR00421,-77.01283708,43.2232459,POINT (-77.01283708 43.2232459)
"Green, Nathan and Clarissa, House",Oswego,2/26/2002,01NR01865,-76.51987245,43.45615556,POINT (-76.51987245 43.45615556)
Tioronda Bridge,Dutchess,10/8/1976,90NR00438,-73.97403999,41.48857886,POINT (-73.97403999 41.48857886)
Bronx Borough Courthouse,Bronx,2/25/1982,90NR00032,-73.91006558,40.8228236,POINT (-73.91006558 40.8228236)
House at 115 South Main Street,Madison,5/23/1986,90NR01427,-75.75541647,43.0785984,POINT (-75.75541647 43.0785984)
"Goodman, Stephen L., House",Warren,9/29/1984,90NR02714,-73.64586794,43.30792836,POINT (-73.64586794 43.30792836)
Packard Motor Car Showroom,Erie,7/14/2006,06NR05562,-78.86569498,42.90972382,POINT (-78.86569498 42.90972382)
"Barber, Aaron, Memorial Library",Livingston,1/23/2008,07NR05709,-77.7481133,42.90984559,POINT (-77.7481133 42.90984559)
St. Luke's Evangelical Lutheran Church,New York,6/1/2007,06NR05682,-73.98871392,40.7598784,POINT (-73.98871392 40.7598784)
East Roberts Hall,Tompkins,9/24/1984,90NR02260,-76.47794185,42.44823718,POINT (-76.47794185 42.44823718)
"Galband du Fort, Jean Philippe, House",Jefferson,9/27/1985,90NR01173,-76.33370613,44.1258912,POINT (-76.33370613 44.1258912)
Shepards Settlement Cemetery,Onondaga,11/29/2010,10NR06144,-76.39489637,42.99504731,POINT (-76.39489637 42.99504731)
Park Place Historic District,Niagara,10/1/2010,10NR06113,-79.05796832,43.09480555,POINT (-79.05796832 43.09480555)
Plattsburgh Bay,Clinton,10/15/1966,90NR00172,-73.41382512,44.6875537,POINT (-73.41382512 44.6875537)
"Gillett, William J., House",Onondaga,5/6/1982,90NR02119,-76.15825442,43.03925184,POINT (-76.15825442 43.03925184)
Binghamton Railway Company Complex,Broome,11/29/2006,06NR05621,-75.909097,42.10672494,POINT (-75.909097 42.10672494)
TONAWANDA MUNCIPAL BUILDING,Erie,6/12/2013,13NR06431,-78.86981104,42.9635881,POINT (-78.86981104 42.9635881)
B'nai Israel Synagogue,Sullivan,1/15/1999,99NR01446,-74.60192234,41.75816696,POINT (-74.60192234 41.75816696)
Sagamore Hill National Historic Site,Nassau,10/15/1966,90NR01944,-73.49742531,40.88577217,POINT (-73.49742531 40.88577217)
Van Horn Mansion,Niagara,9/9/1991,90NR03278,-78.71390153,43.31173476,POINT (-78.71390153 43.31173476)
Suffolk County Historical Society Building,Suffolk,7/29/1994,93NR00501,-72.66813354,40.91812362,POINT (-72.66813354 40.91812362)
Vernon Center Green Historic District,Oneida,9/19/1985,90NR02080,-75.50155097,43.05266196,POINT (-75.50155097 43.05266196)
"Curtis, Thomas Bennett, House",Yates,8/24/1994,94NR00674,-76.92991281,42.54961258,POINT (-76.92991281 42.54961258)
Fabius Village Historic District,Onondaga,11/22/2000,00NR01680,-75.98640794,42.83478256,POINT (-75.98640794 42.83478256)
Castle Clinton National Monument,New York,10/15/1966,90NR00865,-74.01679314,40.70346266,POINT (-74.01679314 40.70346266)
Wilcox Octagon House,Onondaga,7/28/1983,90NR02084,-76.27838948,43.04126323,POINT (-76.27838948 43.04126323)
"Row Historic District, The",Jefferson,9/6/1990,90NR03003,-76.20417937,44.08052179,POINT (-76.20417937 44.08052179)
Star Grange No. 9,Jefferson,10/18/1989,90NR01142,-76.02726139,43.92744148,POINT (-76.02726139 43.92744148)
Crown Heights North Historic District (Boundary Increase),Kings,3/11/2016,15NR00111,-73.94169,40.67342838,POINT (-73.94169 40.67342838)
U.S. General Post Office,New York,1/29/1973,90NR00614,-73.99583796,40.75152861,POINT (-73.99583796 40.75152861)
Conkey House,Niagara,5/30/2003,03NR05057,-78.66904718,43.16258036,POINT (-78.66904718 43.16258036)
Alverson-Copeland House,Livingston,8/31/1989,90NR01382,-77.61224168,42.91462449,POINT (-77.61224168 42.91462449)
Pioneer Cemetery,Erie,1/4/2012,11NR06256,-79.03544283,42.65311565,POINT (-79.03544283 42.65311565)
Rippey Cobblestone House,Ontario,10/6/1992,92NR00359,-77.03827445,42.8406408,POINT (-77.03827445 42.8406408)
United States Post Office-Morrisania,Bronx,11/17/1988,90NR00069,-73.90890359,40.82992512,POINT (-73.90890359 40.82992512)
Tomlinson House,Essex,5/20/1983,90NR00570,-73.47761034,44.50584788,POINT (-73.47761034 44.50584788)
Moss Street Cemetery,Washington,2/14/2017,16NR00098,-73.57306311,43.32265948,POINT (-73.57306311 43.32265948)
Webster Grange No. 436,Monroe,8/22/2016,16NR00046,-77.42822287,43.21297416,POINT (-77.42822287 43.21297416)
Tuxedo Park,Orange,3/13/1980,90NR02356,-74.20542285,41.20048524,POINT (-74.20542285 41.20048524)
House at 199 Prospect Avenue,Nassau,9/21/1988,90NR01768,-73.65058106,40.84686684,POINT (-73.65058106 40.84686684)
"Horr, Elijah, House",Jefferson,6/28/1996,96NR00950,-75.97403642,44.11238252,POINT (-75.97403642 44.11238252)
"Van Wagenen, Jacobus, Stone House",Ulster,8/12/1999,99NR01488,-74.1763999,41.80398108,POINT (-74.1763999 41.80398108)
East 78th Street Houses,New York,3/25/1980,90NR00638,-73.95869864,40.7742379,POINT (-73.95869864 40.7742379)
"Forster, Marmaduke, House",Westchester,2/22/2011,07NR05752,-73.78974782,41.13457623,POINT (-73.78974782 41.13457623)
USS THE SULLIVANS (DD-537),Erie,1/14/1986,90NR01207,-78.88045875,42.87760418,POINT (-78.88045875 42.87760418)
Philipsburg Manor,Westchester,10/15/1966,90NR02545,-73.86356567,41.0892109,POINT (-73.86356567 41.0892109)
Union Square,New York,12/9/1997,98NR01315,-73.99026983,40.73591975,POINT (-73.99026983 40.73591975)
Rivercrest Historic District,Broome,,08NR05941,-75.95354813,42.09429332,POINT (-75.95354813 42.09429332)
The Church of Our Lady of Kazan,Nassau,10/4/2016,15NR00080,-73.65092536,40.83962233,POINT (-73.65092536 40.83962233)
First Baptist Church of Ossining,Westchester,1/12/1973,90NR02501,-73.86172311,41.16134583,POINT (-73.86172311 41.16134583)
Wesleyan Methodist Church,Seneca,8/29/1980,90NR02212,-76.79967627,42.91086112,POINT (-76.79967627 42.91086112)
Methodist Episcopal Church of Butler,Wayne,11/24/1997,97NR01257,-76.77036945,43.16838823,POINT (-76.77036945 43.16838823)
Johnstown Colonial Cemetery,Fulton,4/23/1998,97NR01277,-74.37356866,43.00826563,POINT (-74.37356866 43.00826563)
Tousley-Church House (DAR House),Orleans,2/5/2002,01NR01835,-78.19295262,43.25251873,POINT (-78.19295262 43.25251873)
United States Post Office-Endicott,Broome,11/17/1988,94NR00703,-76.04841015,42.10035258,POINT (-76.04841015 42.10035258)
Stone Windmill,St. Lawrence,9/2/1982,90NR02583,-75.64751097,44.58954919,POINT (-75.64751097 44.58954919)
Bragdon-Lipe House,Montgomery,10/5/2005,05NR05465,-74.57381034,42.90431287,POINT (-74.57381034 42.90431287)
Greenridge (Arthur Williams House),Nassau,7/22/1999,97NR01154,-73.63021339,40.81650508,POINT (-73.63021339 40.81650508)
Gooley Club,Essex,5/4/2018,17NR00113,-74.23969641,43.87521849,POINT (-74.23969641 43.87521849)
H.R. Stevens House,Rockland,1/14/2005,04NR05229,-73.97259958,41.15109714,POINT (-73.97259958 41.15109714)
Main Street Historic District,Dutchess,2/27/1987,90NR00315,-73.94844703,41.5874125,POINT (-73.94844703 41.5874125)
United States Post Office-Goshen,Orange,5/11/1989,90NR02340,-74.32616306,41.40239029,POINT (-74.32616306 41.40239029)
United States Post Office-East Rochester,Monroe,11/17/1988,90NR01526,-77.48840335,43.11355114,POINT (-77.48840335 43.11355114)
United Congregational Church of Irondequoit,Monroe,8/2/2002,02NR01928,-77.59934664,43.21102309,POINT (-77.59934664 43.21102309)
Olivet Chapel (St. John's AUMP Church),Orange,6/9/2010,10NR06099,-74.32794547,41.40120518,POINT (-74.32794547 41.40120518)
Municipal Building,New York,10/18/1972,90NR00883,-74.00367406,40.71298417,POINT (-74.00367406 40.71298417)
Butterfield Cobblestone House,Orleans,3/1/2010,09NR06021,-78.01990645,43.18688337,POINT (-78.01990645 43.18688337)
German Evangelical Lutheran St. John's Church,Kings,1/31/2019,18NR00078,-73.94274984,40.7112261,POINT (-73.94274984 40.7112261)
"Madison Avenue, Apartment at 1261",New York,10/29/1982,90NR00886,-73.95659198,40.78351715,POINT (-73.95659198 40.78351715)
"Estabrook, Charles, Mansion",Onondaga,4/26/1996,96NR00963,-76.02074555,43.02816897,POINT (-76.02074555 43.02816897)
Baldwinsville Village Hall,Onondaga,5/9/1997,97NR01180,-76.33360693,43.15900368,POINT (-76.33360693 43.15900368)
"Geoghegan, Charles, House",Suffolk,9/26/1985,90NR01907,-73.42306861,40.90253847,POINT (-73.42306861 40.90253847)
Prospect Park,Kings,9/17/1980,90NR01313,-73.96976137,40.66175119,POINT (-73.96976137 40.66175119)
Cold Spring Historic District,Putnam,11/23/1982,90NR02385,-73.9546208,41.41965469,POINT (-73.9546208 41.41965469)
Lehigh Valley Railroad Depot,Madison,7/15/1991,91NR00148,-75.84887736,42.93287505,POINT (-75.84887736 42.93287505)
Bailey Hall,Tompkins,9/24/1984,90NR02257,-76.48012042,42.44928912,POINT (-76.48012042 42.44928912)
"Ball, J., House",Tioga,7/2/1984,90NR02224,-76.18613983,42.29628209,POINT (-76.18613983 42.29628209)
"Burr, Carll S., Mansion",Suffolk,9/26/1985,90NR01806,-73.29587435,40.85106566,POINT (-73.29587435 40.85106566)
North Hempstead Town Hall,Nassau,12/20/2006,06NR05558,-73.69827825,40.79580448,POINT (-73.69827825 40.79580448)
"Cronyn, William B., House",Kings,6/3/1981,90NR01284,-73.98737835,40.67001801,POINT (-73.98737835 40.67001801)
Sharp Farmhouse,Albany,11/10/1982,90NR01692,-73.98821811,42.73644522,POINT (-73.98821811 42.73644522)
Morris High School Historic District,Bronx,9/15/1983,90NR00057,-73.90341461,40.8274726,POINT (-73.90341461 40.8274726)
Newtonville Post Office,Albany,3/14/1973,90NR02784,-73.75820416,42.72196729,POINT (-73.75820416 42.72196729)
Old Town Hall (aka: Town of Lake Pleasant Museum),Hamilton,4/23/2009,05NR05553,-74.36658615,43.49980104,POINT (-74.36658615 43.49980104)
Mohawk Valley Grange,Saratoga,4/3/2012,10NR06162,-73.84347511,42.83340195,POINT (-73.84347511 42.83340195)
Upland Lawn,Orange,12/6/1996,90NR03257,-74.01986278,41.44073355,POINT (-74.01986278 41.44073355)
South Street Area Historic District,Cayuga,3/9/1991,90NR03293,-76.56546867,42.92407283,POINT (-76.56546867 42.92407283)
Wade Farm,Tioga,12/15/1997,97NR01271,-76.20924902,42.18866865,POINT (-76.20924902 42.18866865)
Forest-Norman Historic District,Queens,9/30/1983,90NR01601,-73.89870613,40.69965646,POINT (-73.89870613 40.69965646)
Central Park,New York,10/15/1966,90NR00866,-73.96554574,40.78250562,POINT (-73.96554574 40.78250562)
"Ives, Dr. John, House",Onondaga,8/29/1985,90NR02086,-76.06738781,42.9909018,POINT (-76.06738781 42.9909018)
Seven Oaks,Rockland,7/12/1990,90NR03079,-73.90919068,41.00647099,POINT (-73.90919068 41.00647099)
United Traction Company Building,Albany,5/24/1976,90NR01626,-73.74968349,42.65215808,POINT (-73.74968349 42.65215808)
West Dryden Methodist Episcopal Church,Tompkins,8/9/1991,91NR03368,-76.41487193,42.51756464,POINT (-76.41487193 42.51756464)
"Van Iderstine, Charles, Mansion",Suffolk,9/26/1985,90NR01851,-73.36341507,40.90396812,POINT (-73.36341507 40.90396812)
New York Public Library and Bryant Park,New York,5/6/1980,90NR00874,-73.98296518,40.75350491,POINT (-73.98296518 40.75350491)
"Jansen, Thomas, House",Ulster,9/26/1983,90NR01088,-74.29206927,41.6515513,POINT (-74.29206927 41.6515513)
Notman Bridge,Essex,11/12/1999,98NR01356,-73.78437399,44.19135112,POINT (-73.78437399 44.19135112)
Fort Tryon Park And The Cloisters,New York,12/19/1978,90NR00947,-73.93220078,40.86237803,POINT (-73.93220078 40.86237803)
"Van Rensselaer, Henry I., House",Columbia,9/16/1993,93NR00454,-73.75669859,42.18900333,POINT (-73.75669859 42.18900333)
New York Bible Society,New York,2/5/2014,13NR06493,-73.97738507,40.75723306,POINT (-73.97738507 40.75723306)
St. John's Church Complex,Delaware,7/21/1995,95NR00837,-74.91609742,42.27905955,POINT (-74.91609742 42.27905955)
"Cocaigne, Nicholas, House",Jefferson,9/27/1985,90NR01121,-76.31184657,44.11610312,POINT (-76.31184657 44.11610312)
Reformed Dutch Church of Fishkill Landing,Dutchess,8/31/1988,90NR00437,-73.98062045,41.50649316,POINT (-73.98062045 41.50649316)
"Koon, Henry, House",Rensselaer,2/21/1997,97NR01159,-73.66954959,42.71690627,POINT (-73.66954959 42.71690627)
Christ Building,Nassau,1/4/2012,11NR06265,-73.64952287,40.84930118,POINT (-73.64952287 40.84930118)
Old State Road Bridge,Clinton,11/12/1999,98NR01352,-73.45984412,44.52357544,POINT (-73.45984412 44.52357544)
Tracy Farm,Jefferson,2/14/1997,96NR00960,-75.99845982,44.15294482,POINT (-75.99845982 44.15294482)
Washington Spring Road--Woods Road Historic District,Rockland,7/12/1990,90NR03080,-73.90618546,41.01174403,POINT (-73.90618546 41.01174403)
United States Post Office-Far Rockaway,Queens,11/17/1988,90NR01613,-73.75063779,40.60346543,POINT (-73.75063779 40.60346543)
Inglewood & Thurston Historic District,Monroe,6/30/2015,15NR00006,-77.65273513,43.14047799,POINT (-77.65273513 43.14047799)
Earlville Opera House,Chenango,1/22/1973,90NR00202,-75.5444873,42.73953741,POINT (-75.5444873 42.73953741)
Maycroft,Suffolk,2/24/1995,93NR00468,-72.30895359,41.00943699,POINT (-72.30895359 41.00943699)
"Phyfe, James W. and Anne Smith, Estate",Suffolk,8/9/1993,91NR00125,-73.18438199,40.90931127,POINT (-73.18438199 40.90931127)
United States Post Office-Inwood Station,New York,5/11/1989,90NR00714,-73.92292905,40.86618433,POINT (-73.92292905 40.86618433)
Beach Road Historic District,Suffolk,10/2/1986,90NR01915,-72.41981943,40.85979741,POINT (-72.41981943 40.85979741)
Odd Fellows Lodge and Temple,Onondaga,4/7/2014,13NR06502,-76.15108241,43.05956057,POINT (-76.15108241 43.05956057)
Town Hall,New York,4/23/1980,90NR00683,-73.98438194,40.75609831,POINT (-73.98438194 40.75609831)
Tiffany and Company Building,New York,6/2/1978,90NR00744,-73.98294073,40.7499906,POINT (-73.98294073 40.7499906)
Granada Towers,Nassau,5/31/1984,90NR01715,-73.66077838,40.58815526,POINT (-73.66077838 40.58815526)
Alku & Alku Toinen,Kings,5/20/2019,18NR00102,-73.99918915,40.64449977,POINT (-73.99918915 40.64449977)
"Rich, Samuel, House",Monroe,12/30/1987,90NR01456,-77.47434242,43.1239823,POINT (-77.47434242 43.1239823)
Westerly,Livingston,12/19/1974,90NR01372,-77.85540385,42.82189641,POINT (-77.85540385 42.82189641)
"Fuller, Royal K., House",Albany,10/3/1985,90NR02770,-73.75255303,42.68344778,POINT (-73.75255303 42.68344778)
Knox Street Historic District,Albany,3/5/2008,07NR05721,-73.77089167,42.6528844,POINT (-73.77089167 42.6528844)
Vassar-Warner Row,Dutchess,11/26/1982,90NR00429,-73.92437022,41.69936113,POINT (-73.92437022 41.69936113)
East Genoa Methodist Episcopal Church,Cayuga,1/24/2002,01NR01824,-76.50443954,42.64560328,POINT (-76.50443954 42.64560328)
First Presbyterian Church of Tuscarora,Livingston,1/14/2004,02NR04942,-77.86994206,42.63438815,POINT (-77.86994206 42.63438815)
"Mumford, Lewis, House",Dutchess,10/15/1999,98NR01406,-73.51299643,41.85034809,POINT (-73.51299643 41.85034809)
"Houghtaling, Abraham, House",Albany,2/20/1998,98NR01296,-73.79746946,42.47516963,POINT (-73.79746946 42.47516963)
United States Post Office-Larchmont,Westchester,5/11/1989,90NR02541,-73.75106654,40.92998945,POINT (-73.75106654 40.92998945)
Tifereth Israel Anshei Parksville Synagogue,Sullivan,8/12/1999,99NR01524,-74.76242556,41.85806476,POINT (-74.76242556 41.85806476)
Sherwood Family Estate,Delaware,12/31/2002,02NR04914,-74.93560535,42.26279763,POINT (-74.93560535 42.26279763)
Garrett Residence,Onondaga,2/14/1997,96NR01120,-76.13896378,43.05798965,POINT (-76.13896378 43.05798965)
Crandall Farm Complex,Madison,11/2/1987,90NR01408,-75.83689562,42.89347132,POINT (-75.83689562 42.89347132)
Christ Church (Episcopal),Greene,11/16/2015,15NR00095,-74.02179918,42.41695093,POINT (-74.02179918 42.41695093)
Sterling Grist Mill Complex,Cayuga,1/24/2002,01NR01829,-76.6465206,43.32502648,POINT (-76.6465206 43.32502648)
"Purdy, Jacob, House",Westchester,8/31/1979,90NR02489,-73.77240915,41.03701644,POINT (-73.77240915 41.03701644)
Enlarged Erie Canal Historic District (Discontiguous),Albany,5/14/2004,03NR05118,-73.7061934,42.78050807,POINT (-73.7061934 42.78050807)
Dennis-Newton House,Tompkins,9/19/2016,16NR00043,-76.50162396,42.44339974,POINT (-76.50162396 42.44339974)
Sutton/Chapman/Howland House,Tioga,12/15/1997,97NR01273,-76.18376216,42.22008907,POINT (-76.18376216 42.22008907)
"Crawford, David, House",Orange,9/27/1972,90NR02317,-74.00802689,41.50876343,POINT (-74.00802689 41.50876343)
Garment Center Historic District,New York,11/5/2008,08NR05833,-73.99021029,40.753635,POINT (-73.99021029 40.753635)
Moore's Building,Nassau,9/30/1996,96NR00945,-73.53022709,40.87273055,POINT (-73.53022709 40.87273055)
Gifford Farmstead,Rensselaer,,11NR06243,-73.48639741,42.87588267,POINT (-73.48639741 42.87588267)
Prospect Avenue Subway Station (IRT),Bronx,9/17/2004,04NR05283,-73.90167481,40.81963924,POINT (-73.90167481 40.81963924)
H.A. Meldrum Company Building,Erie,5/29/2013,13NR06423,-78.87491047,42.88659441,POINT (-78.87491047 42.88659441)
Bayles Shipyard,Suffolk,6/2/2000,99NR01545,-73.06723325,40.94908516,POINT (-73.06723325 40.94908516)
"Butler, Walter, Homestead",Montgomery,6/23/1976,90NR01537,-74.35407268,42.962181,POINT (-74.35407268 42.962181)
Brookside,Rockland,7/10/2012,12NR06315,-73.9182146,41.10564535,POINT (-73.9182146 41.10564535)
Church of the Holy Communion and Buildings,New York,4/17/1980,90NR00664,-73.99363032,40.74103924,POINT (-73.99363032 40.74103924)
Building at 315-325 West 36th Street,New York,5/27/2004,03NR05193,-73.99334506,40.75407671,POINT (-73.99334506 40.75407671)
Association Residence Nursing Home,New York,2/20/1975,90NR00624,-73.96644086,40.79863102,POINT (-73.96644086 40.79863102)
"Weaver, Solomon, House",Yates,8/24/1994,94NR00679,-77.15928465,42.59686294,POINT (-77.15928465 42.59686294)
St. Mark's Church,Lewis,8/6/1998,98NR01366,-75.34949362,43.58103059,POINT (-75.34949362 43.58103059)
Persons of Color Cemetery at Kinderhook,Columbia,3/22/2016,15NR00122,-73.70424911,42.39551474,POINT (-73.70424911 42.39551474)
District School No. 11,Greene,8/10/1995,95NR00843,-73.88027166,42.2308853,POINT (-73.88027166 42.2308853)
Westchester Square Station (Dual System IRT),Bronx,3/30/2005,04NR05308,-73.84300585,40.83987473,POINT (-73.84300585 40.83987473)
"Haines, Benjamin, House",Orange,6/3/1996,96NR00974,-74.1847699,41.53494799,POINT (-74.1847699 41.53494799)
Zion Episcopal Church and Rectory,St. Lawrence,6/6/2003,99NR01512,-74.93904481,44.55371523,POINT (-74.93904481 44.55371523)
"Fifth Street, Building at 89",Nassau,11/14/1978,91NR00192,-73.6395941,40.72143271,POINT (-73.6395941 40.72143271)
"Stilwell, Thomas, House",Warren,9/29/1984,90NR02731,-73.6408724,43.3117913,POINT (-73.6408724 43.3117913)
Harvard Club of New York City,New York,3/28/1980,90NR00644,-73.98116228,40.75570736,POINT (-73.98116228 40.75570736)
Bagg?s Square East Historic District,Oneida,7/24/2017,16NR00084,-75.22324831,43.10317075,POINT (-75.22324831 43.10317075)
Mudge Farmhouse,Nassau,7/22/1999,97NR01155,-73.63650438,40.81487399,POINT (-73.63650438 40.81487399)
